Unnamed: 0,title,year,certificate,time,genre,rating,metascore,simple_desc,votes,directors,actors
46,"255.
Million Dollar Baby
(2004)",(2004),PG-13,132 min,"Drama, Sport",8.1,"86        
        Metascore",A determined woman works with a hardened boxing trainer to become a professional.,"Votes:
696,947
| Gross:
$100.49M
| Top 250:
#175",Clint Eastwood,"['Hilary Swank', 'Clint Eastwood', 'Morgan Freeman', 'Jay Baruchel']"
47,"256.
In the Mood for Love
(2000)",(2000),PG,98 min,"Drama, Romance",8.1,"87        
        Metascore","Two neighbors form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.","Votes:
155,442
| Gross:
$2.73M",Kar-Wai Wong,"['Tony Leung Chiu-wai', 'Maggie Cheung', 'Siu Ping-Lam', ""Tung Cho 'Joe' Cheung""]"
48,"257.
My Neighbor Totoro
(1988)",(1988),G,86 min,"Animation, Comedy, Family",8.1,"86        
        Metascore","When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.","Votes:
349,248
| Gross:
$1.11M
| Top 250:
#174",Hayao Miyazaki,"['Hitoshi Takagi', 'Noriko Hidaka', 'Chika Sakamoto', 'Shigesato Itoi']"
49,"258.
Stalker
(1979)",(1979),Not Rated,162 min,"Drama, Sci-Fi",8.1,"83        
        Metascore",A guide leads two men through an area known as the Zone to find a room that grants wishes.,"Votes:
137,551
| Gross:
$0.23M",Andrei Tarkovsky,"['Alisa Freyndlikh', 'Aleksandr Kaydanovskiy', 'Anatoliy Solonitsyn', 'Nikolay Grinko']"
50,"259.
Gran Torino
(2008)",(2008),R,116 min,Drama,8.1,"72        
        Metascore","After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself.","Votes:
785,960
| Gross:
$148.10M
| Top 250:
#172",Clint Eastwood,"['Clint Eastwood', 'Bee Vang', 'Christopher Carley', 'Ahney Her']"
51,"260.
The Best Years of Our Lives
(1946)",(1946),Approved,170 min,"Drama, Romance, War",8.1,"93        
        Metascore","Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed.","Votes:
66,630
| Gross:
$23.65M
| Top 250:
#224",William Wyler,"['Myrna Loy', 'Dana Andrews', 'Fredric March', 'Teresa Wright']"
52,"261.
Barry Lyndon
(1975)",(1975),PG,185 min,"Adventure, Drama, War",8.1,"89        
        Metascore",An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,"Votes:
172,529
| Top 250:
#189",Stanley Kubrick,"[""Ryan O'Neal"", 'Marisa Berenson', 'Patrick Magee', 'Hardy Krüger']"
53,"262.
Wild Tales
(2014)",(2014),R,122 min,"Comedy, Drama, Thriller",8.1,"77        
        Metascore",Six short stories that explore the extremities of human behavior involving people in distress.,"Votes:
203,646
| Gross:
$3.11M
| Top 250:
#196",Damián Szifron,"['Darío Grandinetti', 'María Marull', 'Mónica Villa', 'Diego Starosta']"
54,"264.
Network
(1976)",(1976),R,121 min,Drama,8.1,"83        
        Metascore","A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control.","Votes:
162,544
| Top 250:
#220",Sidney Lumet,"['Faye Dunaway', 'William Holden', 'Peter Finch', 'Robert Duvall']"
55,"265.
A Silent Voice: The Movie
(2016)",(2016),Not Rated,130 min,"Animation, Drama",8.1,"78        
        Metascore","A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.","Votes:
87,600",Naoko Yamada,"['Miyu Irino', 'Saori Hayami', 'Aoi Yûki', 'Kenshô Ono']"
56,"266.
Before Sunset
(2004)",(2004),R,80 min,"Drama, Romance",8.1,"90        
        Metascore","Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.","Votes:
271,715
| Gross:
$5.82M
| Top 250:
#221",Richard Linklater,"['Ethan Hawke', 'Julie Delpy', 'Vernon Dobtcheff', 'Louise Lemoine Torrès']"
57,"267.
Paris, Texas
(1984)",(1984),R,145 min,Drama,8.1,"81        
        Metascore","Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.","Votes:
109,724
| Gross:
$2.18M",Wim Wenders,"['Harry Dean Stanton', 'Nastassja Kinski', 'Dean Stockwell', 'Sam Berry']"
58,"268.
The Seventh Seal
(1957)",(1957),Not Rated,96 min,"Drama, Fantasy",8.1,"88        
        Metascore","A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.","Votes:
188,813
| Top 250:
#201",Ingmar Bergman,"['Max von Sydow', 'Gunnar Björnstrand', 'Bengt Ekerot', 'Nils Poppe']"
59,"269.
All Quiet on the Western Front
(1930)",(1930),Passed,152 min,"Drama, War",8.1,"91        
        Metascore","A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.","Votes:
65,170
| Gross:
$3.27M",Lewis Milestone,"['Lew Ayres', 'Louis Wolheim', 'John Wray', 'Arnold Lucy']"
60,"270.
The Iron Giant
(1999)",(1999),PG,86 min,"Animation, Action, Adventure",8.1,"85        
        Metascore",A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,"Votes:
206,609
| Gross:
$23.16M
| Top 250:
#246",Brad Bird,"['Eli Marienthal', 'Harry Connick Jr.', 'Jennifer Aniston', 'Vin Diesel']"
61,"271.
Hotel Rwanda
(2004)",(2004),PG-13,121 min,"Biography, Drama, History",8.1,"79        
        Metascore","Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.","Votes:
360,573
| Gross:
$23.53M
| Top 250:
#211",Paul Rusesabagina,"['Terry George', 'Don Cheadle', 'Sophie Okonedo', 'Joaquin Phoenix']"
62,"272.
Amores Perros
(2000)",(2000),R,154 min,"Drama, Thriller",8.1,"83        
        Metascore","A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.","Votes:
244,427
| Gross:
$5.38M
| Top 250:
#237",Alejandro G. Iñárritu,"['Emilio Echevarría', 'Gael García Bernal', 'Goya Toledo', 'Álvaro Guerrero']"
63,"273.
In the Name of the Father
(1993)",(1993),R,133 min,"Biography, Crime, Drama",8.1,"84        
        Metascore",A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,"Votes:
178,924
| Gross:
$25.01M
| Top 250:
#190",Jim Sheridan,"['Daniel Day-Lewis', 'Pete Postlethwaite', 'Alison Crosbie', 'Philip King']"
64,"274.
The Man Who Shot Liberty Valance
(1962)",(1962),Approved,123 min,"Drama, Western",8.1,"94        
        Metascore",A senator returns to a Western town for the funeral of an old friend and tells the story of his origins.,"Votes:
78,493",John Ford,"['James Stewart', 'John Wayne', 'Vera Miles', 'Lee Marvin']"
65,"275.
The Third Man
(1949)",(1949),Approved,93 min,"Film-Noir, Mystery, Thriller",8.1,"97        
        Metascore","Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.","Votes:
174,618
| Gross:
$0.45M
| Top 250:
#192",Carol Reed,"['Orson Welles', 'Joseph Cotten', 'Alida Valli', 'Trevor Howard']"
66,"276.
Rebecca
(1940)",(1940),Approved,130 min,"Drama, Film-Noir, Mystery",8.1,"86        
        Metascore",A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,"Votes:
140,107
| Gross:
$4.36M
| Top 250:
#238",Alfred Hitchcock,"['Laurence Olivier', 'Joan Fontaine', 'George Sanders', 'Judith Anderson']"
67,"277.
On the Waterfront
(1954)",(1954),Approved,108 min,"Crime, Drama, Thriller",8.1,"91        
        Metascore","An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.","Votes:
157,827
| Gross:
$9.60M
| Top 250:
#184",Elia Kazan,"['Marlon Brando', 'Karl Malden', 'Lee J. Cobb', 'Rod Steiger']"
68,"278.
Persona
(1966)",(1966),Not Rated,83 min,"Drama, Thriller",8.1,"86        
        Metascore",A nurse is put in charge of a mute actress and finds that their personae are melding together.,"Votes:
122,637
| Top 250:
#244",Ingmar Bergman,"['Bibi Andersson', 'Liv Ullmann', 'Margaretha Krook', 'Gunnar Björnstrand']"
69,"280.
The Celebration
(1998)",(1998),R,105 min,Drama,8.1,"82        
        Metascore","At Helge's 60th birthday party, some unpleasant family truths are revealed.","Votes:
89,456
| Gross:
$1.65M",Thomas Vinterberg,"['Ulrich Thomsen', 'Henning Moritzen', 'Thomas Bo Larsen', 'Paprika Steen']"
70,"283.
It Happened One Night
(1934)",(1934),Passed,105 min,"Comedy, Romance",8.1,"87        
        Metascore","A renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from Florida to New York, and they end up stuck with each other when the bus leaves them behind at one of the stops.","Votes:
106,634
| Gross:
$4.36M
| Top 250:
#243",Frank Capra,"['Clark Gable', 'Claudette Colbert', 'Walter Connolly', 'Roscoe Karns']"
71,"284.
The Grapes of Wrath
(1940)",(1940),Passed,129 min,Drama,8.1,"96        
        Metascore","An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.","Votes:
95,601
| Gross:
$0.06M
| Top 250:
#233",John Ford,"['Henry Fonda', 'Jane Darwell', 'John Carradine', 'Charley Grapewin']"
72,"286.
Three Colors: Red
(1994)",(1994),R,99 min,"Drama, Mystery, Romance",8.1,"100        
        Metascore",A model discovers a retired judge is keen on invading people's privacy.,"Votes:
105,738
| Gross:
$4.04M",Krzysztof Kieslowski,"['Irène Jacob', 'Jean-Louis Trintignant', 'Frédérique Feder', 'Jean-Pierre Lorit']"
73,"287.
Yi Yi: A One and a Two...
(2000)",(2000),Not Rated,173 min,"Drama, Romance",8.1,"94        
        Metascore",Each member of a middle-class Taipei family seeks to reconcile past and present relationships within their daily lives.,"Votes:
25,933
| Gross:
$1.14M",Edward Yang,"['Nien-Jen Wu', 'Elaine Jin', 'Issei Ogata', 'Kelly Lee']"
74,"288.
Farewell My Concubine
(1993)",(1993),R,171 min,"Drama, Music, Romance",8.1,"83        
        Metascore",Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.,"Votes:
30,566
| Gross:
$5.22M",Kaige Chen,"['Leslie Cheung', 'Fengyi Zhang', 'Gong Li', 'You Ge']"
75,"289.
Paper Moon
(1973)",(1973),PG,102 min,"Comedy, Crime, Drama",8.1,"77        
        Metascore","During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership.","Votes:
49,351
| Gross:
$30.93M",Peter Bogdanovich,"[""Ryan O'Neal"", ""Tatum O'Neal"", 'Madeline Kahn', 'John Hillerman']"
76,"292.
Wild Strawberries
(1957)",(1957),Not Rated,91 min,"Drama, Romance",8.1,"88        
        Metascore","After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.","Votes:
109,406
| Top 250:
#187",Ingmar Bergman,"['Victor Sjöström', 'Bibi Andersson', 'Ingrid Thulin', 'Gunnar Björnstrand']"
77,"293.
Underground
(1995)",(1995),Not Rated,167 min,"Comedy, Drama, Fantasy",8.1,"79        
        Metascore","A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love, and hate.","Votes:
59,438
| Gross:
$0.17M",Emir Kusturica,"[""Predrag 'Miki' Manojlovic"", 'Lazar Ristovski', 'Mirjana Jokovic', 'Slavko Stimac']"
78,"294.
Sunrise
(1927)",(1927),Passed,94 min,"Drama, Romance",8.1,"95        
        Metascore","A sophisticated city woman seduces a farmer and convinces him to murder his wife and join her in the city, but he ends up rekindling his romance with his wife when he changes his mind at the last moment.","Votes:
52,133
| Gross:
$0.54M",F.W. Murnau,"[""George O'Brien"", 'Janet Gaynor', 'Margaret Livingston', 'Bodil Rosing']"
79,"296.
Fanny and Alexander
(1982)",(1982),R,188 min,Drama,8.1,"100        
        Metascore","Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls.","Votes:
65,225
| Gross:
$4.97M",Ingmar Bergman,"['Bertil Guve', 'Pernilla Allwin', 'Kristina Adolphson', 'Börje Ahlstedt']"
80,"297.
Inherit the Wind
(1960)",(1960),Passed,128 min,"Biography, Drama, History",8.1,"75        
        Metascore","Based on a real-life case in 1925, two great lawyers argue the case for and against a Tennessee science teacher accused of the crime of teaching evolution.","Votes:
31,227",Stanley Kramer,"['Spencer Tracy', 'Fredric March', 'Gene Kelly', 'Dick York']"
81,"298.
Mr. Smith Goes to Washington
(1939)",(1939),Passed,129 min,"Comedy, Drama",8.1,"73        
        Metascore","A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character.","Votes:
117,142
| Gross:
$9.60M
| Top 250:
#198",Frank Capra,"['James Stewart', 'Jean Arthur', 'Claude Rains', 'Edward Arnold']"
82,"300.
A Woman Under the Influence
(1974)",(1974),R,155 min,"Drama, Romance",8.1,"88        
        Metascore","Although wife and mother Mabel is loved by her husband Nick, her mental illness places a strain on the marriage.","Votes:
26,488
| Gross:
$13.34M",John Cassavetes,"['Gena Rowlands', 'Peter Falk', 'Fred Draper', 'Lady Rowlands']"
0,"301.
The Battle of Algiers
(1966)",(1966),Not Rated,121 min,"Drama, War",8.1,"96        
        Metascore","In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.","Votes:
61,981
| Gross:
$0.06M
| Top 250:
#234",Gillo Pontecorvo,"['Brahim Hadjadj', 'Jean Martin', 'Yacef Saadi', 'Samia Kerbash']"
1,"302.
Wolf Children
(2012)",(2012),PG,117 min,"Animation, Drama, Family",8.1,"71        
        Metascore","After her werewolf lover unexpectedly dies in an accident while hunting for food for their children, a young woman must find ways to raise the werewolf son and daughter that she had with him while keeping their trait hidden from society.","Votes:
46,520",Mamoru Hosoda,"['Aoi Miyazaki', 'Takao Osawa', 'Haru Kuroki', 'Yukito Nishii']"
2,"303.
The Hidden Fortress
(1958)",(1958),Not Rated,126 min,"Action, Adventure, Drama",8.1,"89        
        Metascore","Lured by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines.","Votes:
40,223",Akira Kurosawa,"['Toshirô Mifune', 'Misa Uehara', 'Minoru Chiaki', 'Kamatari Fujiwara']"
3,"304.
Lagaan: Once Upon a Time in India
(2001)",(2001),PG,224 min,"Drama, Musical, Sport",8.1,"84        
        Metascore",The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.,"Votes:
116,507
| Gross:
$0.07M",Ashutosh Gowariker,"['Aamir Khan', 'Raghuvir Yadav', 'Gracy Singh', 'Rachel Shelley']"
4,"305.
Winter Sleep
(2014)",(2014),Not Rated,196 min,Drama,8.1,"88        
        Metascore",A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.,"Votes:
52,841
| Gross:
$0.17M",Nuri Bilge Ceylan,"['Haluk Bilginer', 'Melisa Sözen', 'Demet Akbag', 'Ayberk Pekcan']"
5,"316.
Ace in the Hole
(1951)",(1951),Approved,111 min,"Drama, Film-Noir",8.1,"72        
        Metascore","A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus.","Votes:
37,198
| Gross:
$3.97M",Billy Wilder,"['Kirk Douglas', 'Jan Sterling', 'Robert Arthur', 'Porter Hall']"
