Unnamed: 0,title,year,certificate,time,genre,rating,metascore,simple_desc,votes,directors,actors,title_url
53,"263.
Network
(1976)",(1976),R,121 min,Drama,8.1,"83        
        Metascore","A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control.","Votes:
162,557
| Top 250:
#220",Sidney Lumet,"['Faye Dunaway', 'William Holden', 'Peter Finch', 'Robert Duvall']",imdb.com/title/tt0074958/?ref_=adv_li_tt
54,"264.
A Silent Voice: The Movie
(2016)",(2016),Not Rated,130 min,"Animation, Drama",8.1,"78        
        Metascore","A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.","Votes:
87,627",Naoko Yamada,"['Miyu Irino', 'Saori Hayami', 'Aoi Yûki', 'Kenshô Ono']",imdb.com/title/tt5323662/?ref_=adv_li_tt
55,"265.
Before Sunset
(2004)",(2004),R,80 min,"Drama, Romance",8.1,"90        
        Metascore","Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.","Votes:
271,738
| Gross:
$5.82M
| Top 250:
#221",Richard Linklater,"['Ethan Hawke', 'Julie Delpy', 'Vernon Dobtcheff', 'Louise Lemoine Torrès']",imdb.com/title/tt0381681/?ref_=adv_li_tt
56,"266.
Paris, Texas
(1984)",(1984),R,145 min,Drama,8.1,"81        
        Metascore","Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.","Votes:
109,742
| Gross:
$2.18M",Wim Wenders,"['Harry Dean Stanton', 'Nastassja Kinski', 'Dean Stockwell', 'Sam Berry']",imdb.com/title/tt0087884/?ref_=adv_li_tt
57,"267.
The Seventh Seal
(1957)",(1957),Not Rated,96 min,"Drama, Fantasy",8.1,"88        
        Metascore","A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.","Votes:
188,840
| Top 250:
#201",Ingmar Bergman,"['Max von Sydow', 'Gunnar Björnstrand', 'Bengt Ekerot', 'Nils Poppe']",imdb.com/title/tt0050976/?ref_=adv_li_tt
58,"268.
All Quiet on the Western Front
(1930)",(1930),Passed,152 min,"Drama, War",8.1,"91        
        Metascore","A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.","Votes:
65,181
| Gross:
$3.27M",Lewis Milestone,"['Lew Ayres', 'Louis Wolheim', 'John Wray', 'Arnold Lucy']",imdb.com/title/tt0020629/?ref_=adv_li_tt
59,"269.
The Iron Giant
(1999)",(1999),PG,86 min,"Animation, Action, Adventure",8.1,"85        
        Metascore",A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,"Votes:
206,649
| Gross:
$23.16M
| Top 250:
#246",Brad Bird,"['Eli Marienthal', 'Harry Connick Jr.', 'Jennifer Aniston', 'Vin Diesel']",imdb.com/title/tt0129167/?ref_=adv_li_tt
60,"270.
Hotel Rwanda
(2004)",(2004),PG-13,121 min,"Biography, Drama, History",8.1,"79        
        Metascore","Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.","Votes:
360,597
| Gross:
$23.53M
| Top 250:
#211",Paul Rusesabagina,"['Terry George', 'Don Cheadle', 'Sophie Okonedo', 'Joaquin Phoenix']",imdb.com/title/tt0395169/?ref_=adv_li_tt
61,"271.
Amores Perros
(2000)",(2000),R,154 min,"Drama, Thriller",8.1,"83        
        Metascore","A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.","Votes:
244,446
| Gross:
$5.38M
| Top 250:
#237",Alejandro G. Iñárritu,"['Emilio Echevarría', 'Gael García Bernal', 'Goya Toledo', 'Álvaro Guerrero']",imdb.com/title/tt0245712/?ref_=adv_li_tt
62,"272.
In the Name of the Father
(1993)",(1993),R,133 min,"Biography, Crime, Drama",8.1,"84        
        Metascore",A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,"Votes:
178,936
| Gross:
$25.01M
| Top 250:
#190",Jim Sheridan,"['Daniel Day-Lewis', 'Pete Postlethwaite', 'Alison Crosbie', 'Philip King']",imdb.com/title/tt0107207/?ref_=adv_li_tt
63,"273.
The Man Who Shot Liberty Valance
(1962)",(1962),Approved,123 min,"Drama, Western",8.1,"94        
        Metascore",A senator returns to a Western town for the funeral of an old friend and tells the story of his origins.,"Votes:
78,499",John Ford,"['James Stewart', 'John Wayne', 'Vera Miles', 'Lee Marvin']",imdb.com/title/tt0056217/?ref_=adv_li_tt
64,"274.
The Third Man
(1949)",(1949),Approved,93 min,"Film-Noir, Mystery, Thriller",8.1,"97        
        Metascore","Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.","Votes:
174,626
| Gross:
$0.45M
| Top 250:
#192",Carol Reed,"['Orson Welles', 'Joseph Cotten', 'Alida Valli', 'Trevor Howard']",imdb.com/title/tt0041959/?ref_=adv_li_tt
65,"275.
Rebecca
(1940)",(1940),Approved,130 min,"Drama, Film-Noir, Mystery",8.1,"86        
        Metascore",A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,"Votes:
140,114
| Gross:
$4.36M
| Top 250:
#238",Alfred Hitchcock,"['Laurence Olivier', 'Joan Fontaine', 'George Sanders', 'Judith Anderson']",imdb.com/title/tt0032976/?ref_=adv_li_tt
66,"276.
On the Waterfront
(1954)",(1954),Approved,108 min,"Crime, Drama, Thriller",8.1,"91        
        Metascore","An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.","Votes:
157,839
| Gross:
$9.60M
| Top 250:
#184",Elia Kazan,"['Marlon Brando', 'Karl Malden', 'Lee J. Cobb', 'Rod Steiger']",imdb.com/title/tt0047296/?ref_=adv_li_tt
67,"277.
Persona
(1966)",(1966),Not Rated,83 min,"Drama, Thriller",8.1,"86        
        Metascore",A nurse is put in charge of a mute actress and finds that their personae are melding together.,"Votes:
122,650
| Top 250:
#244",Ingmar Bergman,"['Bibi Andersson', 'Liv Ullmann', 'Margaretha Krook', 'Gunnar Björnstrand']",imdb.com/title/tt0060827/?ref_=adv_li_tt
68,"279.
The Celebration
(1998)",(1998),R,105 min,Drama,8.1,"82        
        Metascore","At Helge's 60th birthday party, some unpleasant family truths are revealed.","Votes:
89,468
| Gross:
$1.65M",Thomas Vinterberg,"['Ulrich Thomsen', 'Henning Moritzen', 'Thomas Bo Larsen', 'Paprika Steen']",imdb.com/title/tt0154420/?ref_=adv_li_tt
69,"282.
It Happened One Night
(1934)",(1934),Passed,105 min,"Comedy, Romance",8.1,"87        
        Metascore","A renegade reporter trailing a young runaway heiress for a big story joins her on a bus heading from Florida to New York, and they end up stuck with each other when the bus leaves them behind at one of the stops.","Votes:
106,641
| Gross:
$4.36M
| Top 250:
#243",Frank Capra,"['Clark Gable', 'Claudette Colbert', 'Walter Connolly', 'Roscoe Karns']",imdb.com/title/tt0025316/?ref_=adv_li_tt
70,"283.
The Grapes of Wrath
(1940)",(1940),Passed,129 min,Drama,8.1,"96        
        Metascore","An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.","Votes:
95,609
| Gross:
$0.06M
| Top 250:
#233",John Ford,"['Henry Fonda', 'Jane Darwell', 'John Carradine', 'Charley Grapewin']",imdb.com/title/tt0032551/?ref_=adv_li_tt
71,"285.
Three Colors: Red
(1994)",(1994),R,99 min,"Drama, Mystery, Romance",8.1,"100        
        Metascore",A model discovers a retired judge is keen on invading people's privacy.,"Votes:
105,747
| Gross:
$4.04M",Krzysztof Kieslowski,"['Irène Jacob', 'Jean-Louis Trintignant', 'Frédérique Feder', 'Jean-Pierre Lorit']",imdb.com/title/tt0111495/?ref_=adv_li_tt
72,"286.
Yi Yi: A One and a Two...
(2000)",(2000),Not Rated,173 min,"Drama, Romance",8.1,"94        
        Metascore",Each member of a middle-class Taipei family seeks to reconcile past and present relationships within their daily lives.,"Votes:
25,938
| Gross:
$1.14M",Edward Yang,"['Nien-Jen Wu', 'Elaine Jin', 'Issei Ogata', 'Kelly Lee']",imdb.com/title/tt0244316/?ref_=adv_li_tt
73,"287.
Farewell My Concubine
(1993)",(1993),R,171 min,"Drama, Music, Romance",8.1,"83        
        Metascore",Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.,"Votes:
30,569
| Gross:
$5.22M",Kaige Chen,"['Leslie Cheung', 'Fengyi Zhang', 'Gong Li', 'You Ge']",imdb.com/title/tt0106332/?ref_=adv_li_tt
74,"288.
Paper Moon
(1973)",(1973),PG,102 min,"Comedy, Crime, Drama",8.1,"77        
        Metascore","During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership.","Votes:
49,361
| Gross:
$30.93M",Peter Bogdanovich,"[""Ryan O'Neal"", ""Tatum O'Neal"", 'Madeline Kahn', 'John Hillerman']",imdb.com/title/tt0070510/?ref_=adv_li_tt
75,"291.
Wild Strawberries
(1957)",(1957),Not Rated,91 min,"Drama, Romance",8.1,"88        
        Metascore","After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.","Votes:
109,417
| Top 250:
#187",Ingmar Bergman,"['Victor Sjöström', 'Bibi Andersson', 'Ingrid Thulin', 'Gunnar Björnstrand']",imdb.com/title/tt0050986/?ref_=adv_li_tt
76,"292.
Underground
(1995)",(1995),Not Rated,167 min,"Comedy, Drama, Fantasy",8.1,"79        
        Metascore","A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love, and hate.","Votes:
59,442
| Gross:
$0.17M",Emir Kusturica,"[""Predrag 'Miki' Manojlovic"", 'Lazar Ristovski', 'Mirjana Jokovic', 'Slavko Stimac']",imdb.com/title/tt0114787/?ref_=adv_li_tt
77,"293.
Sunrise
(1927)",(1927),Passed,94 min,"Drama, Romance",8.1,"95        
        Metascore","A sophisticated city woman seduces a farmer and convinces him to murder his wife and join her in the city, but he ends up rekindling his romance with his wife when he changes his mind at the last moment.","Votes:
52,135
| Gross:
$0.54M",F.W. Murnau,"[""George O'Brien"", 'Janet Gaynor', 'Margaret Livingston', 'Bodil Rosing']",imdb.com/title/tt0018455/?ref_=adv_li_tt
78,"295.
Fanny and Alexander
(1982)",(1982),R,188 min,Drama,8.1,"100        
        Metascore","Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls.","Votes:
65,230
| Gross:
$4.97M",Ingmar Bergman,"['Bertil Guve', 'Pernilla Allwin', 'Kristina Adolphson', 'Börje Ahlstedt']",imdb.com/title/tt0083922/?ref_=adv_li_tt
79,"296.
Inherit the Wind
(1960)",(1960),Passed,128 min,"Biography, Drama, History",8.1,"75        
        Metascore","Based on a real-life case in 1925, two great lawyers argue the case for and against a Tennessee science teacher accused of the crime of teaching evolution.","Votes:
31,234",Stanley Kramer,"['Spencer Tracy', 'Fredric March', 'Gene Kelly', 'Dick York']",imdb.com/title/tt0053946/?ref_=adv_li_tt
80,"297.
Mr. Smith Goes to Washington
(1939)",(1939),Passed,129 min,"Comedy, Drama",8.1,"73        
        Metascore","A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character.","Votes:
117,150
| Gross:
$9.60M
| Top 250:
#198",Frank Capra,"['James Stewart', 'Jean Arthur', 'Claude Rains', 'Edward Arnold']",imdb.com/title/tt0031679/?ref_=adv_li_tt
81,"299.
A Woman Under the Influence
(1974)",(1974),R,155 min,"Drama, Romance",8.1,"88        
        Metascore","Although wife and mother Mabel is loved by her husband Nick, her mental illness places a strain on the marriage.","Votes:
26,493
| Gross:
$13.34M",John Cassavetes,"['Gena Rowlands', 'Peter Falk', 'Fred Draper', 'Lady Rowlands']",imdb.com/title/tt0072417/?ref_=adv_li_tt
82,"300.
The Battle of Algiers
(1966)",(1966),Not Rated,121 min,"Drama, War",8.1,"96        
        Metascore","In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.","Votes:
61,988
| Gross:
$0.06M
| Top 250:
#234",Gillo Pontecorvo,"['Brahim Hadjadj', 'Jean Martin', 'Yacef Saadi', 'Samia Kerbash']",imdb.com/title/tt0058946/?ref_=adv_li_tt
0,"301.
Wolf Children
(2012)",(2012),PG,117 min,"Animation, Drama, Family",8.1,"71        
        Metascore","After her werewolf lover unexpectedly dies in an accident while hunting for food for their children, a young woman must find ways to raise the werewolf son and daughter that she had with him while keeping their trait hidden from society.","Votes:
46,525",Mamoru Hosoda,"['Aoi Miyazaki', 'Takao Osawa', 'Haru Kuroki', 'Yukito Nishii']",imdb.com/title/tt2140203/?ref_=adv_li_tt
1,"302.
The Hidden Fortress
(1958)",(1958),Not Rated,126 min,"Action, Adventure, Drama",8.1,"89        
        Metascore","Lured by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines.","Votes:
40,225",Akira Kurosawa,"['Toshirô Mifune', 'Misa Uehara', 'Minoru Chiaki', 'Kamatari Fujiwara']",imdb.com/title/tt0051808/?ref_=adv_li_tt
2,"303.
Lagaan: Once Upon a Time in India
(2001)",(2001),PG,224 min,"Drama, Musical, Sport",8.1,"84        
        Metascore",The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.,"Votes:
116,514
| Gross:
$0.07M",Ashutosh Gowariker,"['Aamir Khan', 'Raghuvir Yadav', 'Gracy Singh', 'Rachel Shelley']",imdb.com/title/tt0169102/?ref_=adv_li_tt
3,"304.
Winter Sleep
(2014)",(2014),Not Rated,196 min,Drama,8.1,"88        
        Metascore",A hotel owner and landlord in a remote Turkish village deals with conflicts within his family and a tenant behind on his rent.,"Votes:
52,846
| Gross:
$0.17M",Nuri Bilge Ceylan,"['Haluk Bilginer', 'Melisa Sözen', 'Demet Akbag', 'Ayberk Pekcan']",imdb.com/title/tt2758880/?ref_=adv_li_tt
4,"315.
Ace in the Hole
(1951)",(1951),Approved,111 min,"Drama, Film-Noir",8.1,"72        
        Metascore","A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus.","Votes:
37,209
| Gross:
$3.97M",Billy Wilder,"['Kirk Douglas', 'Jan Sterling', 'Robert Arthur', 'Porter Hall']",imdb.com/title/tt0043338/?ref_=adv_li_tt
5,"318.
Rififi
(1955)",(1955),Not Rated,118 min,"Crime, Drama, Thriller",8.1,"97        
        Metascore","Four men plan a technically perfect crime, but the human element intervenes...","Votes:
35,434
| Gross:
$0.06M",Jules Dassin,"['Jean Servais', 'Carl Möhner', 'Robert Manuel', 'Janine Darcey']",imdb.com/title/tt0048021/?ref_=adv_li_tt
6,"327.
Tangerines
(2013)",(2013),Not Rated,87 min,"Drama, War",8.1,"73        
        Metascore","In 1992, war rages in Abkhazia, a breakaway region of Georgia. An Estonian man Ivo has decided to stay behind and harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo takes him in.","Votes:
47,321
| Gross:
$0.14M",Zaza Urushadze,"['Lembit Ulfsak', 'Elmo Nüganen', 'Giorgi Nakashidze', 'Misha Meskhi']",imdb.com/title/tt2991224/?ref_=adv_li_tt
7,"329.
Let's Go! India
(2007)",(2007),Not Rated,153 min,"Drama, Family, Sport",8.1,"68        
        Metascore","Kabir Khan, the coach of the Indian Women's National Hockey Team, dreams of making his all-girls team emerge victorious against all odds.","Votes:
81,960
| Gross:
$1.11M",Shimit Amin,"['Shah Rukh Khan', 'Vidya Malvade', 'Sagarika Ghatge', 'Shilpa Shukla']",imdb.com/title/tt0871510/?ref_=adv_li_tt
8,"332.
The Circus
(1928)",(1928),Passed,72 min,"Comedy, Family, Romance",8.1,"90        
        Metascore",The Tramp finds work and the girl of his dreams at a circus.,"Votes:
34,677",Charles Chaplin,"['Charles Chaplin', 'Merna Kennedy', 'Al Ernest Garcia', 'Harry Crocker']",imdb.com/title/tt0018773/?ref_=adv_li_tt
9,"342.
Dune
(2021)",(2021),PG-13,155 min,"Action, Adventure, Drama",8.0,"74        
        Metascore",A noble family becomes embroiled in a war for control over the galaxy's most valuable asset while its heir becomes troubled by visions of a dark future.,"Votes:
662,515
| Gross:
$108.33M",Denis Villeneuve,"['Timothée Chalamet', 'Rebecca Ferguson', 'Zendaya', 'Oscar Isaac']",imdb.com/title/tt1160419/?ref_=adv_li_tt
10,"343.
Blade Runner 2049
(2017)",(2017),R,164 min,"Action, Drama, Mystery",8.0,"81        
        Metascore","Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.","Votes:
595,800
| Gross:
$92.05M",Denis Villeneuve,"['Harrison Ford', 'Ryan Gosling', 'Ana de Armas', 'Dave Bautista']",imdb.com/title/tt1856101/?ref_=adv_li_tt
